op;codEntrada;codSaida;descricao;cliente;beneficiamento;setor;pesoUnitario;unidade;valorUnitario
4683;5##211;5##211;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;6,2
4684;799081;97539A1;PA CLFLHXLT30AC 8.8 M6X1X14 RI ZNIB (CO);CISER FIXADORES AUTOMOTIVOS SA;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0081;KG;5,65
4685;0160.S87010000;0160.S87010000;"PORCA SEXTAVADA 7/16""";NUTEP SA INDUSTRIA METALURGICA;FOSFATO DE ZINCO OLEADO;FOSFATO;0,0134;KG;1,73
4686;PF0P36113-TSU1;SER000281;BUCHA M10-1.25X15.3 CLASSE 8 SD OLEADO;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;27;KG;68,06
4687;1##248296;1##248296;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;PC;0,3
4688;57301353;57200569;SUPORTE ESTAMPADO AFM 363;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,565;PC;1,16
4689;57210529;57200552;SUPORTE LADO DIFERENCIAL SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,164;PC;0,45
4690;57210603;57200580;SUPORTE CENTRALINA 1.3-SOLDADA FIAT;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,39;PC;5,37
4691;57201981;57200471;SUPORTE BATENTE PORTA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,084;PC;0,37
4692;67263204;67243304;PLACA BASE ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,094;PC;0,63
4693;25193000;25193000;ROFORÇO MOLA 2810;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,584;PC;2,7
4694;57301317;57200548;FLANGE ACO PT51-52-521 ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,075;PC;0,33
4695;57210443;57200469;TUBO LADO DIFERENCIAL;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;1,286;PC;3,86
4696;57210444;57200470;TUBO DOBRADIÇA PORTA MALA LD SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,1477;PC;3,86
4698;57201462;57200370;PLACA FLUTUANTE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,046;PC;0,23
4699;57214024;57200420;BRACO DE ARTICULAÇÃO LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,381;PC;1,54
4700;57214023;57200419;BRACO DE ARTICULAÇÃO LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,381;PC;0,94
4701;57210135;57200349;SUPO. LADO DIFERENCIAL BUCHA SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,298;PC;0,99
4702;57201394;572003508;SUPORTE FIXAÇÃO BATENTE ESTAMPADO;IOCHPE MAXION S/A;ZN SEM PASSIVAÇÃO - RA1;ESTACIONARIO I;0,038;PC;0,27
4703;57214022;57200418;SUPORTE FIXO LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,182;PC;0,56
4704;57214025;57200417;SUPORTE FIXO LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,182;PC;0,56
4705;57301165;57200520;BASE ESTAMPADA AFM;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,773;PC;1,8
4706;57201817;57200449;CARCAÇA ESTAMPADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,564;PC;1,53
4707;57201792;57200440;SUPORTE LADO DIFERENCIAL ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,148;PC;0,88
4708;P2479;P2479;INSERTO METALICO M6;SILA DO BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ESTACIONARIO I;0,013;PC;1,67
4709;57301091;57200481;REFORÇO INTEGRADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,173;PC;0,86
4710;57210496;57200506;REFORCO FECHAMENTO CAPO SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,42;PC;2,28
4711;57210498;57200510;SUPORTE PDC SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,114;PC;0,51
4712;57301316;57200547;ANEL EXTERNO ACO PT51-52;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,258;PC;0,57
4713;57210527;57200540;SUP. FIX. UNID. ELETRICA VIDRO ELET. SOLD.;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,082;PC;0,63
4714;57301318;57200549;FLANGE SUPERIOR ACO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,078;PC;0,33
4715;57301319;57200559;FLANGE INFERIOR ACO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,08;PC;0,33
4716;57211118;57200326;DENTE COM CARBONITRETACAO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,024;PC;0,24
4717;57211119;57200327;ALAVANCA DO TRINCO COM CARBONITRETACAO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;0,018;PC;0,15
4718;57201994;57200468;ALOJAMENTO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,133;PC;0,66
4719;57301315;57200546;FLANGE SUPERIOR ACO-RDM ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,05;PC;0,27
4720;57301311;57200543;FLANGE SUPERIOR ACO CARAMELLA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,09;PC;0,37
4721;67263196;67243296;SUPORTE ESTAMPADO 67263196;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,011;PC;0,08
4722;57301293;57200537;CHAPA ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,008;PC;0,08
4723;67263205;67243295;BATENTE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,049;PC;0,28
4725;57210392;57200443;SUPORTE FIXACAO CONDUTOR AR SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,129;PC;0,63
4726;57301288;57200533;SUPORTE FIXACAO TUBO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,054;PC;0,47
4727;57301291;57200536;CALOTA CUBO RODA TRASEIRA ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,041;PC;0,53
4728;57301313;57200545;FLANGE ACO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,1;PC;0,32
4729;57210525;57200527;SUPORTE SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,093;PC;0,64
4730;57210382;57200433;SUPORTE PROT. CALOR TANQUE TRAT. SUP;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,15;PC;0,68
4731;57201706;57200406;SUPORTE BRACO ARTICULACAO ESTAMPADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,472;PC;0,71
4732;57201708;57200404;BRACO DE ARTICULACAO ESTAMPADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,652;PC;1,66
4733;57201707;57200405;SUPORTE BRACO ARTICULACAO ESTAMPADO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,472;PC;0,71
4734;57201705;57200403;BRACO DE ARTICULACAO ESTAMPADO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,693;PC;1,66
4735;57210134;57200348;SUPO. LADO DIFERENCIALBUCHA SOLDADO 1.0;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,282;PC;0,83
4736;57201727;57200409;PROTECAO BOCAL COMBUSTIVEL ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,382;PC;4,09
4737;57201365;57200475;ALOJAMENTO ESTAMPADO IDEA;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,147;PC;0,76
4738;57301312;57200544;FLANGE INFERIOR ACO CARAMELLA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,156;PC;0,33
4739;67263203;67243303;TAMPA ESTAMPADO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,059;PC;0,75
4740;67253133;67243299;TRINCO LE CARBONITRETADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,013;PC;0,11
4741;57301323;57200551;GUILHOTINA EM ACO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,09;PC;0,32
4742;67263202;67243302;TAMPA ESTAMPADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,059;PC;0,75
4743;57201921;57200459;BRACO FIXO LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,316;PC;0,83
4744;57201919;57200457;BRACO MOVEL LE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,353;PC;1,66
4745;57201920;57200460;BRACO FIXO LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,316;PC;0,83
4746;57201918;57200458;BRACO MOVEL LD ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,353;PC;1,66
4747;57214041;57200508;SUPORTE TETO ROSQUEADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,02;PC;0,12
4749;57301302;57200554;SUPORTE CABO DE VELA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,088;PC;0,63
4750;57301155;57200503;SUPORTE SUST. SONDA LAMBDA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,051;PC;0,25
4751;57214030;57200454;BATENTE DO BANCO LD REBITADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,297;PC;1,15
4752;57214031;57200453;BATENTE DO BANCO LE REBITADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,297;PC;1,15
4753;57204148;57200446;BATENTE FECH. BANCO POST. REBITADO LD;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,295;PC;1,31
4754;57204147;57200445;BATENTE FECH. BANCO POST. REBITADO LE;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,294;PC;1,31
4755;57211057;57201143;SUPORTE DO MOTOR UNO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,401;PC;1,02
4756;57201370;57200331;DOBRADICA FIXA ESTAMPADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,15;PC;0,83
4757;57201372;57200333;DOBRADICA MOVEL ESTAMPADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,288;PC;0,94
4759;57201373;57200334;DOBRADICA MOVEL ESTAMPADA LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,34;PC;0,94
4760;57210401;57200450;CONJ. CARCACA SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,589;PC;1,53
4761;57210176;57200257;PLACA COM SUPORTE  PORCA SOLDADO FLP;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,232;PC;1,01
4762;57214033;57200479;BATENTE DO BANCO LE REBITADO;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,464;PC;1,23
4763;57214034;57200480;BATENTE DO BANCO LD REBITADO;IOCHPE MAXION S/A;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,464;PC;1,23
4764;57210342;57200401;PLACA COM SUPORTE  PORCA SOLDADO FLP;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,222;PC;0,98
4765;67263032;67243059;CARCACA ESTAMPADA TRAVA DA CABINE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,6;PC;2,09
4767;57201432;57200356;DOBRADICA FIXA ESTAMPADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,263;PC;0,83
4768;57201433;57200357;DOBRADICA FIXA ESTAMPADA LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,261;PC;0,83
4769;57201434;57200358;DOBRADICA MOVEL ESTAMPADA LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,257;PC;0,94
4770;57201435;57200359;DOBRADICA MOVEL ESTAMPADA LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,344;PC;0,94
4772;67263033;67243060;REFORCO ESTAMPADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,22;PC;0,81
4773;67263035;67243064;REFORCO INTEGRADO ESTAMPADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,25;PC;0,91
4775;57210003;57200061;DOBRADICA FIXA  OLHAL SOLDADO LE 178;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ESTACIONARIO I;0,268;PC;0
4778;67360177;67340177;ALAVANCA COMANDO DISTANCIA ESTAMPADO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,02;PC;0,13
4784;57210510;57200516;SUBCONJUNTO DOBRADICA FIXA LD SOLDADA;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,21;PC;1,63
4786;57210513;57200519;SUBCONJUNTO DOBRADICA MOVEL LE SOLDADA;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;0,188;PC;1,63
4787;57201362;57200325;GANCHO DE SEGURANCA ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,083;PC;0,43
4788;57211116;57200321;ALAVANCA DE RETORNO COM CARBONITRETACAO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I;0,011;PC;0,09
4790;57201360;57200323;ALAVANCA DE COMANDO ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,011;PC;0,09
4795;67160208;67140208;ALOJAMENTO DA MOLA ESTAMPADO;IOCHPE MAXION S/A;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO I;0,046;PC;0,43
4796;67360178;67340178;ALAVANCA COMANDO DISTANCIA ESTAMPADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO II;0,02;PC;0,13
4802;57200064;57210007;GAIOLA DO TIRANTE  PARAFUSO SOLDADO LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,074;PC;0,38
4803;57211002;67243131;SUPORTE COLUNA A ESTAMPADO LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,054;PC;0,3
4804;130363;1303634;PLACA FECHO CAPO UNO ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,222;PC;0,83
4805;57200065;57210006;GAIOLA DO TIRANTE  PARAFUSO SOLDADO LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,074;PC;0,38
4806;67263042;67243057;ALAVANCA SEGURANCA ESTAMPADA;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,04;PC;0,23
4807;67156016;67126108;ALAVANCA DE ACIONAMENTO COM BUCHA;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,08;PC;0,57
4808;57211001;67243103;SUPORTE COLUNA A ESTAMPADO LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,054;PC;0,3
4809;67126056;67126087;PLACA INFERIOR  OLHAL E REBITE SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,835;PC;1,89
4810;67126086;67126054;HASTE  PINO E OLHAL SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;1,63;PC;3,34
4815;57211060;57201156;DOBRADICA FIXA ESTAMPADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,342;PC;0
4816;57211062;57201158;DOBRADICA MOVEL LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,882;PC;1,09
4818;57211061;57201157;DOBRADICA FIXA ESTAMPADA LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,342;PC;0
4819;57211063;57201159;DOBRADICA MOVEL LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,882;PC;1,09
4823;57210290;57200388;BATENTE FECHADURA INFERIOR SOLDADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I; -   ;PC;0,78
4835;57214039;57200501;REFORCO DO TETO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,018;PC;0,1
4836;57210050;57200232;DOBRADICA FIXA FLP SOLDADA LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,332;PC;0,9
4837;57210051;57200233;DOBRADICA FIXA FLP SOLDADA LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,332;PC;0,9
4838;57210052;57200234;REFORCO DOBRADICA MOVEL FLP SOLDADO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,202;PC;0,72
4839;57210053;57200235;REFORCO DOBRADICA MOVEL FLP SOLDADO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,202;PC;0,72
4840;57301289;57200534;FLANGE SUPORTE ESTAMPADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,09;PC;0,55
4841;57301152;57200500;SUPORTE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I; -   ;PC;0,51
4842;57301157;57200505;SUPORTE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,093;PC;0,37
4843;57214040;57200502;REFORCO TETO ROSQUEADO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,035;PC;0,15
4844;P2478;P2478;BUCHA METALICA;SILA DO BRASIL LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,0015;PC;1,67
4845;75330080;75330080;TRAV. CONEXAO PUN. LE-TUBO CURVADO;IOCHPE MAXION S/A;DECAPAR/OLEAR - FOSFATO;FOSFATO;1,635;PC;4,26
4846;1##206125;1##206125;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,031;PC;6,2
4847;1##206248;1##206248;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,0413;PC;6,2
4848;PF0P44743-TSU1;SER000281;HLM5-3,00X16 LENT PHS COLAR;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;1,98;KG;11,11
4849;76132740E;76132740E;SCONTRINO ESTAMPADO S/REVEST;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;0,026;PC;0,2
4850;67253134;67243300;TRAVA COM TRATAMENTO TERMICO LD;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,024;PC;0,2
4851;67253135;67243301;TRAVA COM TRATAMENTO TERMICO LE;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,024;PC;0,2
4852;67253131;67243297;ALAVANCA COM TRATAMENTO TERMICO;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;0,0057;PC;0,05
4853;57211122;57200482;ENGATE TRAT TERMICO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,2;PC;1,48
4854;57211123;57200483;TRINCO TRAT TERMICO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;0,207;PC;1,48
4855;57301445;30011950200;DOBRADIÇA FIXA LE ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,205;PC;0,57
4856;57301446;57200576;DOBRADIÇA FIXA LD ESTAMPADA;IOCHPE MAXION S/A;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;0,205;PC;0,57
4857;50007842212;50007842212;ALAVANCA FECHAMENTO D TRANCA;IOCHPE MAXION S/A;ZINCO PRETO TRIVALENTE + DSH + SELANTE - RA1;ROTATIVO I; -   ;PC;1,84
4858;AE020205003E;AE020205003;GUIA DE FLUXO FLOW GUIDE XBB;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,019;PC;0,37
4859;67126057;67243052;PLACA SUPERIOR PINO E ARRUELA;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;0,249;PC;0,62
4860;1##211396;1##211396;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,031;PC;6,2
4861;1##203136;1##203136;ZINCO NÍQUEL;GUARACROMO USINAGEM E TRAT. DE SUPERFICIE EIRELI;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;0,031;PC;6,2
4862;25183904;25183904;CHAPA ANTERIOR PORTA POSTERIOR X6H LD;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,051;PC;0,74
4863;25183905;25183905;CHAPA ANTERIOR PORTA POSTERIOR X6H LE;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;0,051;PC;0,74
4864;57210060;57200265;REFORÇO FECHADURA IDEA SOLDADO;IOCHPE MAXION S/A;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I; -   ;PC;1,68
4866;31.950.073;31.950.073;5802869744 TUBO DE ENTREGA OG3524415;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4867;31.950.074;31.950.074;5802781100 TUBO DE ENTREGA 0G3524022;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4868;31.950.075;31.950.075;5802912007 TUBO DE AGUA - A 0G352574;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4869;31.950.076;31.950.076;5802912007 TUBO DE AGUA - B 0G352574;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4870;31.950.077;31.950.077;5802912007 TUBO DE AGUA - C 0G352574;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
4871;31.950.078;31.950.078;5802911989 TUBO DE AGUA - A 0G352574;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II; -   ;UN;0
